capacity_class,total_pop,baseline_pct_reachable,baseline_pct_within60,s1_moderate_pct_reachable,s1_moderate_pct_within60,s1_severe_pct_reachable,s1_severe_pct_within60,proxy_moderate_pct_reachable,proxy_moderate_pct_within60,proxy_severe_pct_reachable,proxy_severe_pct_within60,pp_drop_s1_moderate,pp_drop_s1_severe,pp_drop_proxy_moderate,pp_drop_proxy_severe
underserved,2286717.7050169776,77.08225763372275,72.75784378609502,77.08225763372275,69.95391508650017,29.407532481342592,27.8244951664262,77.08225763372275,70.03857123059136,38.508786060315614,35.10141762960973,2.8039286995948487,44.93334861966882,2.7192725555036645,37.656426156485296
well-served,2195766.939729536,90.82604369678397,89.95108788055215,90.82604369678397,89.52179904809348,33.38424391418466,33.10677417326753,90.82604369678397,89.59965632699132,58.92184850547171,58.04424533890409,0.429288832458667,56.84431370728462,0.351431553560829,31.90684254164806
